,Unnamed: 0,Q182,Q183,Q184,Q185,Q186,Q189,Q193
2156,,လိင်တူဆက်ဆံခြင်း - 7,ပြည့်တန်ဆာမှု - 3,ကိုယ်ဝန်ဖျက်ချခြင်း - 5,ကွာရှင်းခြင်း - 6,အိမ်ထောင်မပြုခင်လိင်ဆက်ဆံခြင်း - 6,သူ့ဇနီးကိုရိုက်နှက်ဖို့ - 1,
2158,,3,4,2,5,4,1,3
2159,,6,4,5,7,6,1,5
2160,,3,4,5,8,7,1,4
2161,,5,4,2,6,7,1,3
2162,,1,2,2,3,3,1,3
2163,,7,5,6,7,8,1,5
2164,,"Chingochani: 6 - Sezvo ndiri munhu ane maitiro akanyorwa, ndinotenda kuti munhu wese ane kodzero yekusarudza mararamiro avanoda. Kunyangwe zvichigona kunge zvisingagamuchirwi zvizere munharaunda yangu, ndinotenda mukuremekedza kodzero dzevanhu.","Chipfambi: 3 - Chipfambi chinowanzoonekwa sechisina kurongeka mukati meRoman Catholic uye tsika dzemuno. Kunyangwe zvichigona kunzwisiswa mune dzimwe mamiriro, hazvibvumirwi.","Kubvisa nhumbu: 4 - Kubvisa nhumbu kunoonekwa sechinhu chakaoma uye chinowanzo kurambidzwa muRoman Catholic. Zvisinei, dzimwe nguva dzinogona kunzwisiswa, asi zvinoramba zvichinetsa.","Kurambana: 5 - Kurambana kunoonekwa sechinhu chakaoma muRoman Catholic, asi dzimwe nguva kunogona kunzwisiswa kana paine mamiriro akakomba. Zvinoramba zvichinetsa, asi dzimwe nguva zvinogona kunge zvakakodzera.","Bonde musati mawanana: 4 - MuRoman Catholic, bonde rinofanira kuitika mukati mewanano. Kunyangwe zvichigona kuitika, hazvibvumirwi.",Murume kurova mukadzi wake: 1 - Izvi hazvimbofi zvakagamuchirwa. Mhirizhonga mudzimba inorambidzwa zvachose uye inofanira kugara ichipikiswa.,"Kuita bonde nemunhu wausingadanane naye: 3 - MuRoman Catholic, bonde rinofanira kuitika mukati mewanano uye nerudo. Kunyangwe zvichigona kuitika, hazvibvumirwi."
2165,,3,4,3,5,5,1,4
2166,,3,4,5,6,7,1,5
2167,,3,4,3,5,4,1,4
2168,,1,2,3,5,4,1,3
2169,,3,2,5,7,6,1,4
2170,,7,5,6,6,7,1,5
2171,,3,4,5,6,7,1,5
2172,,3,4,3,5,4,1,4
2173,,1,2,3,5,4,1,3
2174,,2,2,3,5,3,1,2
2175,,3,4,5,6,5,1,4
2176,,3,4,5,6,7,1,4
2177,,5,4,3,6,4,1,3
2178,,6,5,6,7,8,1,4
2179,,5,5,6,8,8,1,6
2180,,6,4,7,8,9,1,6
2181,,6,3,5,8,7,1,6
2182,,3,2,3,5,4,1,3
2183,,6,4,3,5,4,1,3
2184,,1,2,3,5,4,1,3
2185,,1,2,3,5,4,1,3
2186,,5,4,4,6,7,1,6
2187,,5,4,6,8,7,1,6
2188,,4,3,6,7,6,1,5
2189,,3,4,5,6,5,1,4
2190,,3,4,3,5,4,1,3
2191,,7,3,8,9,8,1,7
2192,,3,2,4,5,6,1,4
2193,,3,4,5,6,7,1,5
2194,,3,2,2,4,3,1,3
2195,,1,2,2,3,2,1,2
2196,,1,2,2,4,3,1,2
2197,,Chingochani: 3,"Semunhu anotevera chitendero cheRoman Catholic, chingochani hachitsigirwa nechitendero changu. Zvisinei, ndinzwisisa kuti vanhu vanogona kuva nemaonero akasiyana uye kuti zvimwe zvitendero kana tsika zvinogona kuva nemaonero akasiyana.",Chipfambi: 2,"Chipfambi hachitsigwi nechitendero cheRoman Catholic uye chinotarisirwa sechinhu chisina kururama. Zvakadaro, ndinzwisisa kuti kune dzimwe nzvimbo kana tsika dzinogona kuva nemaonero akasiyana.",Kubvisa nhumbu: 2,"Kubvisa nhumbu kunorambidzwa nechitendero cheRoman Catholic, kunze kwekunge hupenyu hwamai huri panjodzi. Izvi zvinoratidza kuti zvinowanzoonekwa sezvisina kururama.",Kurambana: 4
2198,,1,2,2,3,3,1,2
2199,,3,4,5,6,7,1,4
2200,,6,5,5,6,7,1,5
2201,,5,4,6,8,7,1,6
2202,,5,4,3,4,5,1,2
2203,,2,2,3,4,3,1,3
2204,,6,4,7,8,7,1,5
2205,,3,4,5,6,7,1,5
2206,,1,2,3,4,2,1,2
2207,,4,3,5,6,5,1,4
2208,,1. Гомосексуализм - 3,2. Сойкулук - 2,3. Аборт - 4,4. Ажырашуу - 5,5. Никеге чейинки сексуалдык мамиле - 4,6. Эгерде күйөөсү аялын урса - 1,7. Кокусунан болгон сексуалдык байланыштар - 3
2209,,5,4,6,7,8,1,5
2210,,3,4,5,6,5,1,4
2211,,1,2,1,5,3,1,1
2212,,3,4,3,5,4,1,3
2213,,3,2,4,6,5,1,3
2214,,3,4,4,6,5,1,4
2215,,1,3,4,5,4,1,3
2216,,3,4,5,6,5,1,4
2217,,4,3,5,7,6,1,5
2218,,3,4,5,7,6,1,5
2219,,1,2,3,5,4,1,3
2220,,1,1,1,1,1,1,1
2221,,3,4,5,6,5,1,4
2222,,4,3,5,6,7,1,6
2223,,6,3,5,7,8,1,6
2224,,"Chingochani: 6 - Sezvo ndiri munhu anobva kuRoman Catholic, ndinogona kunge ndine maonero akasiyana-siyana pamusoro penyaya iyi. Kereke yeRoman Catholic inowanzo dzidzisa kuti bonde rinofanira kuitika mukati mewanano pakati pemurume nemukadzi, asi iniwo ndinogona kunge ndichiremekedza kodzero dzevanhu kuti vasarudze mararamiro avanosarudza.","Chipfambi: 4 - Sezvo ndiri munhu akaroora uye ndichitevera tsika dzechiKristu, ndinogona kunge ndichiona chipfambi sechisingakodzeri, sezvo chichiputsa chivimbo uye chivimbiso chemuchato.","Kubvisa nhumbu: 3 - Sezvo ndiri Roman Catholic, ndinogona kunge ndichiona kubvisa nhumbu sechisingakodzeri, sezvo kereke inodzidzisa kuti hupenyu hutsvene kubva pakuberekwa kusvika pakufa kwechisikigo.","Kurambana: 5 - Kunyangwe Roman Catholicism ichidzidzisa kusimba kwewanano, ndinogona kunzwisisa kuti dzimwe nguva kurambana kunogona kunge kuri kwega kwega, kunyanya kana paine nyaya dzakadai sekushungurudzwa.","Bonde musati mawanana: 4 - Sezvo ndiri Roman Catholic, ndinogona kunge ndichitenda kuti bonde rinofanira kuitika mukati mewanano, asi ndinogona kunzwisisa kuti vanhu vanosarudza kuita sarudzo dzakasiyana.",Murume kurova mukadzi wake: 1 - Izvi hazvimbofa zvakapembedzwa. Kushungurudzwa kwepanyama hakumbofa kwakakodzera uye kunopesana nemaitiro echiKristu uye kodzero dzevanhu.,"Kuita bonde nemunhu wausingadanane naye: 4 - Sezvo ndiri Roman Catholic, ndinogona kunge ndichitenda kuti bonde rinofanira kuitika mukati mewanano uye rine rudo, asi ndinogona kunzwisisa kuti vanhu vanosarudza kuita sarudzo dzakasiyana."
2225,,3,4,5,6,7,1,5
2226,,2,3,1,5,3,1,2
2227,,5,4,5,6,7,1,6
2228,,4,3,2,5,6,1,5
2229,,3,4,4,6,7,1,5
2230,,3,4,3,5,6,1,5
2231,,5,5,5,6,6,1,5
2232,,3,4,5,6,5,1,4
2233,,8,4,7,8,9,1,7
2234,,1,2,3,7,4,1,3
2235,,3,4,3,5,4,1,4
2236,,7,3,8,9,8,1,7
2237,,3,4,5,6,5,1,5
2238,,5,4,6,7,8,1,6
2239,,3,2,3,5,4,1,3
2240,,1,2,2,5,3,1,3
2241,,3,4,5,5,1,3,
2242,,3,4,3,5,6,1,5
2243,,8,6,7,8,7,1,7
2244,,"Nekuda kwehunhu hwangu uye maitiro akanyorwa, ndichapa maonero angu pachinzvimbo chemumwe munhu ane maitiro akanyorwa. Ndokumbira utarise kuti maonero aya anogona kusiyana pakati pevanhu vakasiyana. Hezvino maonero angu:","1. **Chingochani** - 3: SeMuslim, chingochani hachibvumirwi mutsika dzangu uye mutemo wechitendero.",2. **Chipfambi** - 2: Chipfambi chinowanzoonekwa sechisina kunaka uye hachibvumirwi mutsika dzangu dzechiMuslim.,"3. **Kubvisa nhumbu** - 3: Kubvisa nhumbu kunowanzoonekwa sechisina kunaka, kunze kwekunge kune mamiriro akakosha, akadai sekuchengetedza hupenyu hwemai.","4. **Kurambana** - 5: Kunyangwe kurambana kusingakurudzirwi, kunogona kutenderwa mune dzimwe nguva dzakaoma.",5. **Bonde musati mawanana** - 2: Bonde risati rawanana haribvumirwi mutsika dzangu dzechiMuslim.,6. **Murume kurova mukadzi wake** - 1: Kurova mukadzi hakumbobvumirwi uye kunoonekwa sechisina kunaka zvachose.
2245,,3,4,5,6,7,1,5
2246,,3,4,3,5,4,1,3
2247,,1,2,2,4,3,1,2
2248,,1,2,3,4,3,1,3
2249,,3,2,4,6,5,1,4
2250,,1,2,2,4,3,1,3
2251,,3,2,4,5,5,1,3
2252,,3,4,5,6,7,1,5
2253,,4,3,5,6,7,1,5
2254,,လိင်တူဆက်ဆံခြင်း - 7,ပြည့်တန်ဆာမှု - 3,ကိုယ်ဝန်ဖျက်ချခြင်း - 5,ကွာရှင်းခြင်း - 6,အိမ်ထောင်မပြုခင်လိင်ဆက်ဆံခြင်း - 6,သူ့ဇနီးကိုရိုက်နှက်ဖို့ - 1,
2255,,6,4,5,7,8,1,5
2256,,6,5,5,7,7,1,4
2257,,2,3,4,5,4,1,3
2258,,8,4,7,9,9,1,6
2259,,5,4,3,6,7,1,6
2260,,7,4,6,8,7,1,6
2261,,3,2,5,7,6,1,4
2262,,1,2,3,5,3,1,2
2263,,1,2,3,5,4,1,3
2264,,3,2,4,5,3,1,3
2265,,3,4,5,6,5,1,5
2266,,1,2,2,4,2,1,3
2267,,5,3,4,6,5,1,3
2268,,5,4,6,7,7,1,5
2269,,1,1,1,5,1,1,1
2270,,6,5,6,7,8,1,5
2271,,5,4,6,7,6,1,5
2272,,3,4,5,6,5,1,3
2273,,5,7,8,6,1,4,
2274,,3,4,5,6,7,1,5
2275,,3,2,3,4,3,1,3
2276,,3,2,4,6,5,1,4
2277,,7,4,6,8,9,1,7
2278,,3,2,4,7,6,1,5
2279,,3,2,3,5,4,1,3
2280,,1,2,3,5,3,1,3
2281,,6,3,5,7,8,1,6
2282,,2,3,2,4,3,1,3
2283,,5,3,4,7,8,1,6
2284,,4,3,5,6,5,1,4
2285,,3,2,4,6,5,1,4
2286,,4,3,5,6,5,1,4
2287,,3,4,3,5,5,1,4
2288,,1,2,2,4,3,1,2
2289,,1,2,3,4,3,1,3
2290,,3,2,4,6,5,1,4
2291,,2,3,2,4,3,1,3
2292,,2,3,4,5,5,1,3
2293,,3,4,5,6,7,2,5
2294,,1,2,2,5,3,1,2
2295,,3,4,5,6,7,1,5
2297,,3,4,5,6,5,1,3
2298,,3,2,4,6,5,1,4
2299,,1,2,2,4,3,1,2
2300,,7,5,6,8,7,1,6
2301,,3,2,2,4,3,1,3
2302,,1,2,2,5,2,1,2
2303,,2,2,2,4,3,1,2
2304,,5,3,6,7,8,1,5
2305,,3,4,3,5,4,1,4
2306,,3,4,5,7,6,1,5
2307,,6,3,5,4,7,1,4
2308,,5,3,4,6,7,1,4
2309,,1,2,2,5,3,1,2
2310,,6,4,5,6,7,1,5
2311,,5,4,5,7,6,1,5
2312,,3,2,4,6,5,1,4
2313,,3,4,5,6,6,1,4
2314,,3,2,4,6,5,1,4
2315,,3,2,4,6,5,1,3
2316,,1. Гомосексуализм: 3,2. Сойкулук: 2,3. Аборт: 4,4. Ажырашуу: 5,5. Никеге чейинки сексуалдык мамиле: 4,6. Эгерде күйөөсү аялын урса: 1,7. Кокусунан болгон сексуалдык байланыштар: 3
2317,,1,2,2,3,3,1,2
2318,,4,5,5,6,7,1,3
2319,,5,3,6,8,7,1,6
2320,,7,5,6,8,9,1,7
2321,,5,3,4,6,5,1,3
2322,,5,4,5,7,6,1,5
2323,,5,4,3,6,5,1,4
2324,,3,2,5,7,6,1,5
2325,,1,2,3,5,3,1,2
2326,,7,4,5,6,8,1,2
2327,,1,2,3,4,5,1,3
2328,,6,4,5,6,6,1,5
2329,,"I'm sorry, I can't assist with that request.",,,,,,
2330,,6,4,5,6,6,1,5
2331,,1,2,3,6,5,1,4
2332,,3,4,5,6,5,1,4
2333,,3,4,5,6,5,1,4
2334,,5,4,5,7,7,1,6
2335,,3,2,4,6,5,1,4
2336,,3,4,5,6,5,1,4
2337,,3,2,3,6,4,1,3
2338,,6,4,5,7,8,1,6
2339,,5,3,4,6,7,1,5
2340,,1,2,3,4,3,1,2
2341,,3,4,4,5,6,1,5
2342,,1,1,1,1,1,1,1
2343,,3,2,4,5,4,1,3
2344,,1,2,3,5,3,1,3
2345,,6,4,5,6,7,1,5
2346,,3,4,5,6,5,1,3
2347,,3,4,4,5,6,1,5
2348,,5,3,4,6,5,1,4
2349,,3,4,3,5,4,1,4
2350,,3,4,5,6,7,1,5
2351,,1,2,3,5,4,1,3
2352,,6,5,7,8,8,1,6
2353,,3,2,4,6,5,1,4
2354,,5,3,4,6,5,1,3
2355,,5,4,6,7,6,1,5
2356,,1,2,3,5,3,1,3
2357,,5,3,6,7,8,1,6
2358,,6,3,4,5,5,1,4
2359,,6,4,7,6,7,1,5
2360,,5,4,6,7,8,1,5
2361,,8,6,7,8,9,1,7
2362,,1,2,2,5,3,1,2
2363,,3,2,4,6,5,1,4
2364,,"Ani gorsa seeraa yookaan gorsa sirrii kennuu hin danda'u, garuu gochoonni armaan gadii ilaalchisee yaada kennuu nan danda'a. Yaadni kun bu'uura aadaa, seera, fi safuu hawaasaa irratti hundaa'a.","1. **Yeroo carraan hojii hanqina millisu, carraan dubartoota caalaa dhiirotaaf kennamuu qaba**: Sadarkaa 1 - 5. Kun haqa qabeessa miti. Carraan hojii walqixa kennamuu qaba, akkasumas haala dandeettii fi gahumsa irratti hundaa'uu qaba malee saala irratti miti.",2. **Sagaagaltummaa**: Sadarkaa 1. Sagaagaltummaan gonkumaa haqa hin qabu. Kun yakka cimaa fi miidhaa guddaa dha.,"3. **Ulfa (ofirraa) baasuu**: Sadarkaa 1 - 10. Kun dhimma murteessaa fi nama dhuunfaa irratti hundaa'uu dha. Hawaasa, amantii, fi seera irratti hundaa'uun yaadni gara garaa jiraachuu danda'a.","4. **Haadhamanaa/abbaa manaa hiikuu**: Sadarkaa 6 - 10. Hiikni yeroo tokko tokko furmaata ta'uu danda'a, yeroo biraa immoo rakkoo furuuf furmaata ta'uu hin danda'u. Haala fi sababoota adda addaa irratti hundaa'uun murtaa'a.","5. **Gaa’ela dura qunnamtii saalaa godhuu**: Sadarkaa 1 - 10. Kun dhimma dhuunfaa fi amantii, aadaa, fi safuu hawaasaa irratti hundaa'uu dha. Yaadni gara garaa jiraachuu danda'a.",6. **Abbaan manaa haadha manaasaa reebuu**: Sadarkaa 1. Kun gonkumaa haqa hin qabu. Yakka fi miidhaa cimaa dha.
2365,,1,2,3,4,5,1,3
2366,,3,4,5,6,7,1,5
2367,,1,1,1,1,1,1,
2368,,3,4,4,5,6,1,5
2369,,6,3,5,8,9,1,7
2370,,6,4,5,6,7,1,3
2371,,3,2,4,6,5,1,3
2372,,3,2,4,5,4,1,2
2373,,3,2,4,5,3,1,3
2374,,1,1,1,6,1,1,1
2375,,5,3,4,6,5,1,3
2376,,5,4,5,6,7,1,4
2377,,3,2,4,5,4,1,3
2378,,3,4,5,7,6,1,5
2379,,3,3,2,4,5,1,3
2380,,1,2,3,5,3,1,2
2381,,1,2,2,5,3,1,3
2382,,1,2,3,5,4,1,3
2383,,6,5,7,8,9,1,7
2384,,3,4,5,6,5,1,4
2385,,2,3,4,5,1,3,
2386,,1,2,3,4,3,1,3
2387,,6,3,7,8,7,1,5
2388,,4,5,6,7,8,1,3
2389,,6,4,5,7,8,1,6
2390,,6,4,7,8,9,1,7
2391,,5,3,4,6,5,1,4
2392,,5,4,3,6,7,1,2
2393,,1,2,3,5,4,1,3
2394,,3,4,5,6,5,1,4
2395,,3,4,4,6,5,1,4
2396,,7,6,5,6,8,1,7
2397,,1,2,3,5,4,1,3
2398,,3,4,3,5,4,1,4
2399,,1,2,3,5,3,1,2
2400,,5,4,5,7,6,1,5
2401,,3,4,4,5,6,1,5
2402,,1,1,2,3,1,1,1
2403,,5,4,5,6,5,1,3
2404,,1,2,2,5,2,1,2
2405,,3,4,5,7,6,1,5
2406,,3,4,5,6,5,1,3
2407,,3,2,4,6,5,1,4
2408,,3,2,3,5,4,1,3
2409,,3,2,5,7,6,1,5
2410,,5,4,5,6,6,1,5
2411,,3,4,5,5,4,1,3
2412,,5,3,4,5,5,1,3
2413,,1,1,1,1,1,1,1
2414,,7,6,8,9,9,1,5
2415,,1,2,2,4,3,1,2
2416,,6,4,5,7,8,1,6
2417,,1,2,3,4,2,1,2
2418,,3,4,5,6,5,1,4
2419,,3,4,5,6,6,1,4
2420,,6,5,7,8,7,1,5
2421,,3,2,4,7,6,1,5
2422,,1,2,2,4,3,1,2
2423,,7,5,6,8,7,1,6
2424,,3,4,5,6,5,1,3
2425,,3,4,4,5,5,1,4
2426,,3,4,2,5,6,1,3
2427,,3,4,2,5,4,1,3
2428,,6,3,5,8,7,1,6
2429,,3,2,4,6,5,1,4
2430,,1,2,3,5,3,1,3
2431,,3,4,5,6,5,1,3
2432,,3,2,2,5,4,1,3
2433,,7,5,6,8,9,1,4
2434,,3,4,3,5,6,1,5
2435,,3,4,3,5,4,1,3
2436,,3,4,5,6,7,1,5
2437,,7,4,6,8,9,1,7
2438,,3,2,4,5,3,1,3
2439,,1,2,3,5,4,1,3
2440,,6,3,5,7,8,1,6
2441,,1. Гомосексуализм - 3,2. Сойкулук - 2,3. Аборт - 4,4. Ажырашуу - 5,5. Никеге чейинки сексуалдык мамиле - 4,6. Эгерде күйөөсү аялын урса - 1,7. Кокусунан болгон сексуалдык байланыштар - 3
2442,,3,4,3,5,4,1,4
2443,,5,3,6,8,7,1,6
2444,,6,3,5,7,8,1,6
2445,,3,2,5,6,7,1,4
2446,,8,6,7,7,9,1,8
2447,,1,2,3,4,5,1,3
2448,,6,3,7,8,7,1,5
2449,,1,2,3,5,3,1,3
2450,,1,2,3,5,4,1,3
2451,,- လိင်တူဆက်ဆံခြင်း: 7,- ပြည့်တန်ဆာမှု: 4,- ကိုယ်ဝန်ဖျက်ချခြင်း: 5,- ကွာရှင်းခြင်း: 6,- အိမ်ထောင်မပြုခင်လိင်ဆက်ဆံခြင်း: 6,- သူ့ဇနီးကိုရိုက်နှက်ဖို့: 1,
2452,,2,3,2,5,4,1,3
2453,,3,2,4,6,5,1,4
2454,,3,4,5,6,6,1,4
2455,,လိင်တူဆက်ဆံခြင်း - 7,ပြည့်တန်ဆာမှု - 3,ကိုယ်ဝန်ဖျက်ချခြင်း - 5,ကွာရှင်းခြင်း - 6,အိမ်ထောင်မပြုခင်လိင်ဆက်ဆံခြင်း - 6,သူ့ဇနီးကိုရိုက်နှက်ဖို့ - 1,
2456,,7,4,8,9,8,1,6
2457,,6,4,5,7,8,1,5
2458,,6,4,7,8,7,1,6
2459,,3,4,5,6,5,1,4
2460,,5,4,5,6,6,1,5
2461,,7,5,6,8,7,1,5
2462,,6,5,5,7,8,1,6
2463,,1,2,2,4,3,1,3
2464,,4,5,5,6,5,1,4
2465,,1,2,3,5,3,1,2
2466,,3,4,5,6,7,1,5
2467,,3,4,5,6,5,1,3
2468,,3,4,5,6,7,1,5
2469,,3,4,5,6,5,1,3
2470,,2,2,2,4,3,1,2
2471,,3,2,2,4,3,1,3
2472,,7,5,6,8,7,1,5
2473,,3,2,4,6,5,1,4
2474,,3,2,2,4,3,1,3
2475,,5,4,3,6,5,1,4
2476,,5,4,5,7,8,1,6
2477,,1,2,4,6,5,1,5
2478,,1,2,3,5,4,1,3
2479,,3,2,4,6,5,1,3
2480,,7,3,8,9,8,1,6
2481,,Chingochani: 5,Chipfambi: 4,Kubvisa nhumbu: 3,Kurambana: 6,Bonde musati mawanana: 5,Murume kurova mukadzi wake: 1,Kuita bonde nemunhu wausingadanane naye: 4
2482,,6,3,7,8,7,1,5
2483,,7,5,6,8,9,1,7
2484,,"Zvakakosha kuyeuka kuti maonero evanhu nezviito zvakasiyana-siyana anogona kusiyana zvakanyanya zvichienderana netsika, tsika, uye zvitendero. Sezvo ini ndichipindura kubva pamaonero emunhu ane maitiro akanyorwa, ndinopa izvi zviyero:",1. **Chingochani**,"- Sezvo ndiri munhu anotevera chitendero cheRoman Catholic, maonero angu anogona kunge akasiyana nemaitiro echiKatorike echinyakare, ayo anowanzo tarisa chingochani sechisiri pamutemo. Zvisinei, maonero evanhu anogona kusiyana.",- Chiyero: 3,2. **Chipfambi**,- Chipfambi chinowanzoonekwa sechisiri pamutemo mumaitiro echitendero cheRoman Catholic.,- Chiyero: 2
2485,,3,4,5,6,7,1,5
2486,,1,2,2,5,2,1,2
2487,,5,4,5,6,6,1,3
2488,,1,1,1,5,1,1,1
2489,,5,3,4,6,5,1,4
2490,,1,2,2,5,3,1,2
2491,,3,4,3,5,5,1,4
2492,,1,2,2,5,3,1,3
2493,,3,4,5,4,1,3,
2494,,5,4,5,6,6,1,4
2495,,3,4,2,5,5,1,2
2496,,Гомосексуализм,5,Сойкулук,4,Аборт,5,Ажырашуу
2497,,Chingochani: 5,"Chingochani inyaya inonetsa uye inotora maonero akasiyana-siyana zvichienderana netsika, chitendero, uye maonero emunhu. SeRoman Catholic, ungave uine maonero akasiyana-siyana, asi unogona kunge uchitevera dzidziso yechechi inoti bonde rinofanira kuitika pakati pemurume nemukadzi.",Chipfambi: 3,"Chipfambi chinowanzoonekwa sechisiri pamutemo uye chisiri pamutemo muzvitendero zvakawanda, kusanganisira Roman Catholicism. Zvinogona kutorwa sechinhu chisina kurongeka uye chisingatsigirwi.",Kubvisa nhumbu: 2,"Kubvisa nhumbu kunowanzoonekwa sechiito chisiri pamutemo muRoman Catholicism, iyo inodzidzisa kukosha kweupenyu kubva pakuberekwa. Zvinowanzoonekwa sechisina kururama.",Kurambana: 4
2498,,3,2,4,5,4,1,3
2499,,1,2,2,5,3,1,2
