country,country_num,lang,INSTR_1,Q29,Q30,Q31,INSTR_2,Q33,INSTR_3,Q182,Q183,Q184,Q185,Q186,Q189,Q193
ROU,642,ro,"Pentru fiecare dintre următoarele afirmații, indicați cu cât sunteți de acord sau nu sunteți de acord 
fiecare dintre ele folosind această scară: 
1-sunt de acord cu tărie
2-de acord
3-nu sunt de acord
4-nu sunt de acord puternic","În general, bărbaţii sunt lideri politici mai buni decât femeile.",Studiile universitare sunt mai importante pentru un băiat decât pentru o fată.,Bărbaţii conduc mai bine afacerile decât femeile.,"Indicați ce părere aveți despre următoarea afirmație, indicați cât de puternic sunteți de acord sau de dezacord folosind această scală: 
1-sunt de acord cu tărie
2-de acord
3-nici de acord, nici de dezacord 
4-nu sunt de acord
5-nu sunt de acord puternic

","Când există puţine locuri de muncă, bărbaţii ar trebui să aibă în mai mare măsură dreptul la un loc de muncă decât femeile.","Vă rugăm să răspundeți la fiecare dintre următoarele acțiuni, indiferent dacă credeți că poate fi întotdeauna justificată, nu poate fi niciodată justificată sau ceva între utilizarea acestei scale:
Evaluarea 1 înseamnă niciodată justificabilă, evaluarea 10 înseamnă întotdeauna justificabilă. Evaluările de la 1 la 5 înseamnă că credeți că următoarea afirmație este destul de nejustificată. Evaluările de la 6 la 10 înseamnă că credeți că următoarea afirmație este destul de justificabilă. Ați evalua acțiunea cu o notă de 5 sau 6 puncte dacă nu credeți că acțiunea este exact justificabilă sau nejustificată.",Homosexualitatea,Prostituţia,Avortul,Divorţul,Relaţiile sexuale înaintea căsătoriei,Ca un bărbat să îşi bată nevasta,Să ai relații sexuale întâmplătoare
RUS,643,ru,"Для каждого из следующих утверждений укажите, насколько сильно вы согласны или не согласны с
каждым из них, используя эту шкалу: 
1 - Полностью согласны
2 - Согласны
3 - Не согласны
4 - Полностью не согласны","В целом, мужчины становятся лучшими политическими лидерами, чем женщины","Высшее образование важнее для мальчика, чем для девочки","В целом, мужчины становятся лучшими руководителями предприятий, чем женщины","Укажите, что вы думаете по поводу следующего утверждения, укажите, насколько вы согласны или не согласны с ним, используя эту шкалу: 
1 - Полностью согласен
2 - Согласен
3 - Частично согласен, частично нет
4 - Не согласен
5 - Полностью не согласен

","Когда рабочих мест недостаточно, мужчины должны иметь больше прав на работу, чем женщины","Пожалуйста, ответьте по поводу каждого из следующих действий, считаете ли вы, что они всегда могут быть оправданы, никогда не могут быть оправданы или что-то среднее, используя эту шкалу:
Оценка 1 означает, что они никогда не могут быть оправданы, оценка 10 означает, что они всегда оправданы. Оценки от 1 до 5 означают, что вы считаете следующее утверждение необоснованным. Оценки от 6 до 10 означают, что вы считаете следующее утверждение обоснованным. Вы бы оценили это действие на 5 или 6 баллов, если бы не считали его точно оправданным или неоправдываемым.",Гомосексуализм,Проституция,Аборт,Развод,Сексуальные отношения до брака,Если муж бьет жену,Случайные сексуальные связи
SRB,688,sr,"Za svaku od sledećih izjava navedite koliko se snažno slažete ili ne slažete sa
koristeći ovu skalu: 
1 - Potpuno se slažem
2 - Slaže m se
3 - Ne slažem se
4 - Ne slažem se uopšte
","U celini, muškarci su bolje političke vođe od žena",Univerzitetsko obrazovanje bitnije je za dečake nego za devojčice,"U celini, muškarci su bolji poslovni rukovodioci od žena","Navedite šta mislite o sledećoj izjavi, navedite koliko se slažete ili ne slažete sa njom koristeći ovu skalu: 
1 - Potpuno se slažem
2 - Slaže m se
3 – Niti se slažem niti se ne slažem
4 - Ne slažem se
5 - Uopšte se ne slažem

","Kada je malo mogućnosti za zapošljavanje, muškarci treba da imaju prednost u odnosu na žene","Molimo vas da odgovorite u vezi sa svakom od sledećih radnji, da li mislite da uvek mogu biti opravdani, nikada ne mogu biti opravdani ili nešto između koristeći ovu skalu:
Ocena 1 znači da nikada ne mogu biti opravdani, Ocena 10 znači da su uvek opravdani. Ocene od 1 do 5 znače da sledeću izjavu smatrate neosnovanom. Ocene od 6 do 10 znače da smatrate da je sledeća izjava validna. Ovu radnju biste ocenili sa 5 ili 6 ako je ne biste smatrali tačno opravdanom ili neopravdanom.",Homoseksualnost,Prostitucija,Abortus,Razvod,Seks pre braka,Da muškarac tuče svoju ženu,Neobavezni seks
SGP,702,en,"For each of the following statements, indicate how strongly you agree or disagree with each of them using this scale: 
1 - Agree strongly
2 - Agree
3 - Disagree
4 - Disagree strongly

","On the whole, men make better political leaders than women do",A university education is more important for a boy than for a girl,"On the whole, men make better business executives than women do","Indicate how you feel about the following statement, indicate how strongly you agree or disagree using this scale: 
1 - Agree strongly
2 - Agree
3 - Neither agree nor disagree 
4 - Disagree
5 - Disagree strongly


","When jobs are scarce, men should have more rights to a job than women","Please answer about each of the following actions, whether you think it can always be justified, can never be justified, or something in between using this scale:
Rating 1 means never justifiable, rating 10 means always justifiable. Ratings from 1 to 5 mean that you think the following statement is rather unjustifiable. Ratings from 6 to 10 mean that you think the following statement is rather justifiable. You would rate the action with a 5 or 6 points mark if you do not think the action is exactly justifiable or unjustifiable.
",Homosexuality,Prostitution,Abortion,Divorce,Sex before marriage,For a man to beat his wife,Having casual sex
SGP,702,zh,"对于以下每个陈述，请表明您使用此量表对每个陈述的同意或不同意程度: 
1-非常同意
2-同意
3-不同意
4-非常不同意

",总体来看，男性比女性更适合做政治领袖,与女孩相比，大学教育对男孩更重要,总的来说，男人比女人能成为更好的公司管理者,"表明您对以下陈述的感受，表明您同意或不同意使用此量表的程度: 
1-非常同意
2-同意
3-不知道
4-不同意
5-非常不同意


",当就业机会少时，男人应该比女人更有权力工作,"请回答以下每个动作，无论你认为它总是可以被证明是合理的，永远不能被证明是合理的，还是介于使用这个量表之间的东西:
等级1意味着永远没有正当理由，等级10意味着永远没有正当理由。 评级从1到5意味着你认为下面的陈述是相当不合理的。 从6到10的评级意味着您认为以下陈述相当合理。 如果你不认为这个动作是完全合理或不合理的，你会给这个动作评分5或6分。",同性恋,卖淫,堕胎,离婚,婚前性行为,打老婆,随意的性行
SGP,702,mk,"Untuk setiap pernyataan berikut, nyatakan seberapa kuat anda bersetuju atau tidak bersetuju 
setiap daripada mereka menggunakan skala ini: 
1 - Sangat setuju
2 - Setuju
3 - Tidak setuju
4 - Sangat tidak setuju

","Secara keseluruhannya, lelaki adalah pemimpin politk yang lebih baik berbanding wanita.",Pendidikan peringkat universiti adalah lebih penting untuk lelaki berbanding dengan wanita.,"Secara keseluruhannya, lelaki adalah eksekutif perniagaan yang lebih baik berbanding dengan wanita.","Nyatakan perasaan anda tentang pernyataan berikut, nyatakan betapa kuatnya anda bersetuju atau tidak bersetuju menggunakan skala ini: 
1 - Sangat setuju
2 - Setuju
3 - Neutral
4 - Tidak setuju 
5 - Sangat tidak setuju


","Apabila terdapat kekurangan pekerjaan, lelaki lebih berhak untuk mendapat perkerjaan berbanding wanita.","Sila jawab tentang setiap tindakan berikut, sama ada anda fikir ia sentiasa boleh dibenarkan, tidak boleh dibenarkan, atau sesuatu di antara menggunakan skala ini:
Rating 1 bermakna tidak boleh dibenarkan, rating 10 bermakna sentiasa boleh dibenarkan. Penilaian dari 1 hingga 5 bermaksud bahawa anda menganggap pernyataan berikut agak tidak dapat dibenarkan. Penilaian dari 6 hingga 10 bermakna anda fikir pernyataan berikut agak wajar. Anda akan menilai tindakan dengan tanda 5 atau 6 mata jika anda tidak fikir tindakan itu betul-betul wajar atau tidak wajar.",Homseksual,Pelacuran,Pengguran anak,Perceraian,Hubungan seks sebelum berkahwin,Bagi seorang lelaki untuk memukul isterinya,Mempunyai seks rambang 
SVK,703,sk,"Pri každom z nasledujúcich tvrdení uveďte, do akej miery súhlasíte alebo nesúhlasíte 
každý z nich používa túto stupnicu: 
1-Rozhodne súhlasím
2-Súhlasím
3-Nesúhlasím
4-Rozhodne nesúhlasím
",Vo všeobecnosti sú muži lepšími politickými lídrami než ženy.,Vysokoškolské vzdelanie je dôležitejšie pre chlapca ako pre dievča.,Muži sú celkovo lepšími manažérmi ako ženy.,"Uveďte, čo si myslíte o nasledujúcom vyhlásení, uveďte, ako dôrazne súhlasíte alebo nesúhlasíte s použitím tejto stupnice: 
1-Rozhodne súhlasím
2-Súhlasím
3-Ani súhlasím, ani nesúhlasím
4-Nesúhlasím
5-Rozhodne nesúhlasím


","Keď nie je dosť pracovných miest, muži by mali mať väčšie právo na prácu ako ženy.","Odpovedzte prosím na každú z nasledujúcich akcií, či už si myslíte, že to môže byť vždy odôvodnené, nikdy nemôže byť odôvodnené, alebo niečo medzi použitím tejto stupnice:
Hodnotenie 1 znamená nikdy ospravedlniteľné, hodnotenie 10 znamená vždy ospravedlniteľné. Hodnotenia od 1 do 5 znamenajú, že si myslíte, že nasledujúce tvrdenie je dosť neospravedlniteľné. Hodnotenia od 6 do 10 znamenajú, že si myslíte, že nasledujúce tvrdenie je dosť opodstatnené. Akciu by ste ohodnotili značkou 5 alebo 6 bodov, ak si myslíte, že akcia nie je presne ospravedlniteľná alebo neospravedlniteľná.",Homosexualita,Prostitúcia,Potrat,Rozvod,Sex pred manželstvom,Muž bijúci svoju ženu,Príležitostný sex
KOR,410,ko,"다음 각 진술에 대해 귀하가 얼마나 강력하게 동의하거나 동의하지 않는지 표시하십시오 
이 척도를 사용하는 각: 
1-강력하게 동의
2-동의
3-동의하지 않음
4-강하게 동의하지 않음

",전반적으로 정치 지도자로는 남성이 여성보다 낫다. ,대학 교육은 여성보다 남성에게 더 중 요하다,사업은 여성보다 남성이 (경영)하는 것 이 더 낫다.,"다음 진술에 대해 어떻게 생각하는지,이 척도를 사용하여 얼마나 강력하게 동의하거나 동의하지 않는지 표시하십시오: 
1-강력하게 동의
2-동의
3-동의하거나 동의하지 않음 
4-동의하지 않음
5-강하게 동의하지 않음

",일자리가 부족할 때 여자보다 남 자에게 우선 일자리를 줘야 한다.,"항상 정당화 될 수 있다고 생각하든,정당화 될 수 없다고 생각하든,또는 이 척도를 사용하는 사이에 있는 것에 대해 다음 각 작업에 대해 답변하십시오:
등급 1 은 결코 정당화되지 않는다는 것을 의미하고,등급 10 은 항상 정당화된다는 것을 의미합니다. 1 에서 5 까지의 등급은 다음 진술이 다소 정당하다고 생각한다는 것을 의미합니다. 6 에서 10 까지의 등급은 다음 진술이 정당하다고 생각한다는 것을 의미합니다. 액션이 정확히 정당하거나 정당하지 않다고 생각하지 않으면 5 점 또는 6 점으로 액션을 평가합니다.",동성애,매춘,낙태,이혼,혼전 성관계,부인를 구타하는 행위,무절제한 성관계
TWN,158,zh,"每一句敘述，請根據以下的量表，表示您同意或不同意的程度：
1 - 非常同意
2 - 同意
3 - 不同意
4 - 非常不同意

",整體而言，男人比女人更適合當政治領導者,大學教育對男生比對女生更重要 ,整體而言，男人比女人更適合當企業高階主管,"請問您對下列敘述的感覺如何？請根據以下量表表示您同意或不同意的程度：
1 - 非常同意
2 - 同意
3 - 無意見
4 - 不同意
5 - 非常不同意



","當就業（台：工作）機會很少時，男人
應比女人更有權利工作","請回答以下每一項行動，無論您認為它總是可以證明，永遠不能證明，還是介於兩者之間，使用這個量表。
評分 1 表示永遠不合理，評分 10 表示永遠合理。從 1 到 5 的評分意味著您認為以下陳述相當不合理。從 6 到 10 的評分意味著您認為以下陳述相當合理。如果您認為該行為不完全合理或不合理，您可以給該行為打 5 分或 6 分。",同性戀,賣淫,流產,離婚,婚前性行為,一個男人打他的妻子,隨意的性行為
TJK,762,tg,"Барои ҳар яке аз изҳороти зерин, нишон диҳед, ки то чӣ андоза шумо бо он розӣ ҳастед е розӣ нестед ҳар яке аз онҳо бо истифода аз ин миқес: 
1 - Пурра розӣ
2- Бешт ар розӣ
3- Розӣ нестам
4 - Тамоман розӣ нестам

","Дар умум, мардҳо пешвоёни сиёсии беҳтаранд , нисбат ба занҳо",Маълумоти олӣ барои писар муҳимтар аст нисбат ба духтар,"Дар умум, мардҳо топ-менеджерҳои беҳтаранд, нисбат ба занҳо","Муайян кунед, ки шумо ба изҳороти зерин чӣ гуна муносибат мекунед, муайян кунед, ки шумо бо истифодаи ин миқес то чӣ андоза розӣ ҳастед е розӣ нестед:
1- Пурра розӣ ҳастам
2- Розӣ
3- На розӣ ҳастам, на розӣ нестам
4- Розӣ нестам
5- Тамоман розӣ нестам


","Ҳангоми нарасидани ҷойи кор, ҳуқуқҳои мардҳо ба меҳнат нисбат ба занҳо, бояд бештар бошад","Лутфан дар бораи ҳар яке аз инҳо ҷавоб диҳед, ки ое шумо фикр мекунед, ки онҳо ҳамеша метавонанд сафед карда шаванд, ҳеҷ гоҳ сафед карда намешаванд е чизе дар байни истифодаи ин миқес:
Холи 1 маънои онро дорад, ки онҳо ҳеҷ гоҳ сафед карда намешаванд, холи 10 маънои онро дорад, ки онҳо ҳамеша сафед карда мешаванд. Холҳои аз 1 то 5 маънои онро доранд, ки шумо изҳороти зеринро беасос меҳисобед. Холҳои аз 6 то 10 маънои онро доранд, ки шумо изҳороти зеринро асоснок мешуморед. Шумо ин амалро 5 е 6 баҳо медиҳед, агар шумо онро дуруст е беасос ҳисоб накунед.",,Фоҳишагӣ,Исқоти ҳамл,Ҷудошавӣ,Алоқаи ҷинсӣ пеш аз издивоҷ,Зуроварии мард нисбати зан,Алоқаи ҷинсии тасодуфӣ доштан
TJK,762,ru,"Для каждого из следующих утверждений укажите, насколько сильно вы согласны или не согласны с
каждым из них, используя эту шкалу: 
1 - Полностью согласны
2 - Согласны
3 - Не согласны
4 - Полностью не согласны","В целом, мужчины становятся лучшими политическими лидерами, чем женщины","Высшее образование важнее для мальчика, чем для девочки","В целом, мужчины становятся лучшими руководителями предприятий, чем женщины","Укажите, что вы думаете по поводу следующего утверждения, укажите, насколько вы согласны или не согласны с ним, используя эту шкалу: 
1 - Полностью согласен
2 - Согласен
3 - Частично согласен, частично нет
4 - Не согласен
5 - Полностью не согласен

","Когда рабочих мест недостаточно, мужчины должны иметь больше прав на работу, чем женщины","Пожалуйста, ответьте по поводу каждого из следующих действий, считаете ли вы, что они всегда могут быть оправданы, никогда не могут быть оправданы или что-то среднее, используя эту шкалу:
Оценка 1 означает, что они никогда не могут быть оправданы, оценка 10 означает, что они всегда оправданы. Оценки от 1 до 5 означают, что вы считаете следующее утверждение необоснованным. Оценки от 6 до 10 означают, что вы считаете следующее утверждение обоснованным. Вы бы оценили это действие на 5 или 6 баллов, если бы не считали его точно оправданным или неоправдываемым.",Гомосексуализм,Проституция,Аборт,Развод,Сексуальные отношения до брака,Если муж бьет жену,Случайные сексуальные связи
THA,764,th,"สำหรับแต่ละข้อความต่อไปนี้ระบุว่าคุณเห็นด้วยหรือไม่เห็นด้วยกับ 
แต่ละของพวกเขาโดยใช้ขนาดนี้: 
1-เห็นด้วยอย่างยิ่ง
2-ยอมรับ
3-ไม่เห็นด้วย
4-ไม่เห็นด้วยอย่างยิ่ง
",ในทั้งที่ผู้ชายทำให้ผู้นำทางการเมืองที่ดีกว่าผู้หญิงทำ,การศึกษามหาวิทยาลัยมีความสำคัญมากกว่าสำหรับเด็กผู้หญิง,ในทั้งที่ผู้ชายทำให้ผู้บริหารธุรกิจที่ดีกว่าผู้หญิงทำ,"ระบุว่าคุณรู้สึกอย่างไรเกี่ยวกับข้อความต่อไปนี้ระบุว่าคุณเห็นด้วยหรือไม่เห็นด้วยกับการใช้ขนาดนี้: 
1-เห็นด้วยอย่างยิ่ง
2-ยอมรับ
3-ไม่เห็นด้วยหรือไม่เห็นด้วย 
4-ไม่เห็นด้วย
5-ไม่เห็นด้วยอย่างยิ่ง

",เมื่องานขาดแคลนผู้ชายควรมีสิทธิในการทำงานมากกว่าผู้หญิง,"โปรดตอบเกี่ยวกับการกระทำต่อไปนี้แต่ละอย่างไม่ว่าคุณจะคิดว่ามันสามารถเป็นธรรมเสมอไม่สามารถเป็นธรรมหรือบางสิ่งบางอย่างในระหว่างการใช้สเกลนี้:
การจัดอันดับ 1 หมายถึงไม่เคยสมเหตุสมผล 10 หมายถึงสมเหตุสมผลเสมอ การจัดอันดับจาก 1-5 หมายความว่าคุณคิดว่าคำสั่งต่อไปนี้ค่อนข้างไม่สมเหตุสมผล การจัดอันดับจาก 6-10 หมายความว่าคุณคิดว่าคำสั่งต่อไปนี้ค่อนข้างสมเหตุสมผล คุณจะให้คะแนนการดำเนินการที่มีเครื่องหมาย 5 หรือ 6 จุดถ้าคุณไม่คิดว่าการกระทำเป็นสิ่ง",รักร่วมเพศ,การค้าประเวณี,การแท้ง,การหย่าร้าง,เซ็กส์ก่อนแต่งงาน,สำหรับผู้ชายที่จะชนะภรรยาของเขา,มีลำบากเซ็กส์
TUN,788,ar,"لكل من العبارات التالية ، وضح مدى موافقتك أو عدم موافقتك 
كل واحد منهم يستخدم هذا المقياس: 
1 - أوافق بشدة
2 - توافق
3 - غير موافق
4 - لا أوافق بشدة","على العموم, الرجال يصنعون قادة سياسيين أفضل من النساء",التعليم الجامعي أكثر أهمية بالنسبة للصبي منه بالنسبة للفتاة,"على العموم, الرجال يصنعون مديرين تنفيذيين أفضل من النساء","وضح ما تشعر به حيال العبارة التالية ، وضح مدى موافقتك أو عدم موافقتك على استخدام هذا المقياس: 
1 - أوافق بشدة
2 - توافق
3 - لا توافق ولا لا توافق 
4 - لا أوافق
5 - لا أوافق بشدة

",عندما تكون الوظائف شحيحة ، يجب أن يتمتع الرجال بحقوق في الوظيفة أكثر من النساء,"يرجى الإجابة عن كل من الإجراءات التالية ، سواء كنت تعتقد أنه يمكن تبريره دائما ، أو لا يمكن تبريره أبدا ، أو شيء ما بين استخدام هذا المقياس.
تصنيف 1 يعني أبدا مبرر, تصنيف 10 يعني دائما له ما يبرره. التقييمات من 1 إلى 5 تعني أنك تعتقد أن العبارة التالية غير مبررة إلى حد ما. التقييمات من 6 إلى 10 تعني أنك تعتقد أن العبارة التالية مبررة إلى حد ما. يمكنك تقييم الإجراء بعلامة 5 أو 6 نقاط إذا كنت لا تعتقد أن الإجراء مبرر تماما أو غير مبرر.",المثلية الجنسية,البغاء,الإجهاض,الطلاق,الجنس قبل الزواج,للرجل أن يضرب زوجته,ممارسة الجنس العرضي
TUR,792,tu,"Aşağıdaki ifadelerin her biri için, bu ölçeği kullanarak her birine ne kadar katıldığınızı veya katılmadığınızı belirtin: 
1 - Kesin Kabul Ederim
2 - Kabul Ederim
3 - Kabul Etmem
4 - Kesin Kabul Etmem
","Genelde, erkekler kadınlardan daha iyi siyasi lider oluyorlar.","Üniversite eğitimi, kız çocuktan çok erkek çocuk için önemlidir.","Genel olarak, erkekler kadınlardan daha iyi şirket yöneticisi oluyor","Aşağıdaki ifade hakkında ne hissettiğinizi belirtin, bu ölçeği kullanarak ne kadar katıldığınızı veya katılmadığınızı belirtin: 
1 - Kesinlikle Katılırım
2 - Katılırım
3 - Ne Katılırım Ne Katılmam
4 - Katılmam
5 - Kesinlikle Katılmam

","Ülkede, eğer insanlar iş bulamıyorsa, çalışmak kadınlardan çok erkeklerin hakkıdır.","Lütfen, her zaman haklı gösterilebileceğini, asla haklı gösterilemeyeceğini veya bu ölçeği kullanmak arasında bir şey olup olmadığını düşünüyorsanız, aşağıdaki eylemlerin her biri hakkında yanıt verin: 1. Derece asla haklı gösterilemez, 10. derece her zaman haklı gösterilebilir anlamına gelir. 1'den 5'e kadar olan derecelendirmeler, aşağıdaki ifadenin oldukça haksız olduğunu düşündüğünüz anlamına gelir. 6'dan 10'a kadar olan derecelendirmeler, aşağıdaki ifadenin oldukça haklı olduğunu düşündüğünüz anlamına gelir. Eylemin tam olarak haklı veya haksız olduğunu düşünmüyorsanız, eylemi 5 veya 6 puanlık bir işaretle değerlendirirsiniz.",Eşcinsellik,Fahişelik,Kürtaj,Boşanmak,Evlenmeden önce ilişkiye girmek,Erkeğin karısını dövmesi,Günlük aşk ilişkileri kurma
UKR,804,ru,"Для каждого из следующих утверждений укажите, насколько сильно вы согласны или не согласны с
каждым из них, используя эту шкалу: 
1 - Полностью согласны
2 - Согласны
3 - Не согласны
4 - Полностью не согласны","В целом, мужчины становятся лучшими политическими лидерами, чем женщины","Высшее образование важнее для мальчика, чем для девочки","В целом, мужчины становятся лучшими руководителями предприятий, чем женщины","Укажите, что вы думаете по поводу следующего утверждения, укажите, насколько вы согласны или не согласны с ним, используя эту шкалу: 
1 - Полностью согласен
2 - Согласен
3 - Частично согласен, частично нет
4 - Не согласен
5 - Полностью не согласен

","Когда рабочих мест недостаточно, мужчины должны иметь больше прав на работу, чем женщины","Пожалуйста, ответьте по поводу каждого из следующих действий, считаете ли вы, что они всегда могут быть оправданы, никогда не могут быть оправданы или что-то среднее, используя эту шкалу:
Оценка 1 означает, что они никогда не могут быть оправданы, оценка 10 означает, что они всегда оправданы. Оценки от 1 до 5 означают, что вы считаете следующее утверждение необоснованным. Оценки от 6 до 10 означают, что вы считаете следующее утверждение обоснованным. Вы бы оценили это действие на 5 или 6 баллов, если бы не считали его точно оправданным или неоправдываемым.",Гомосексуализм,Проституция,Аборт,Развод,Сексуальные отношения до брака,Если муж бьет жену,Случайные сексуальные связи
UKR,804,uk,"Для кожного з наступних тверджень вкажіть, наскільки сильно ви погоджуєтесь чи не погоджуєтесь кожним з них, використовуючи цю шкалу: 
1 - Повністю погоджуєтеся
2 - Погоджуєтеся
3 - Не погоджуюсь
4 - Цілком не погоджуюсь
","Загалом, чоловіки є кращими політичними лідерами, ніж жінки","Вища освіта більш важлива для хлопця, ніж для дівчини","У цілому, чоловіки краще керують бізнесом, ніж жінки","Вкажіть, що ви думаєте з приводу наступного твердження, вкажіть, наскільки ви згодні або не згодні з ним, використовуючи цю шкалу: 
1 - Повністю погоджуєтеся
2 – Погоджуєтеся
3 - Ні те, ні інше
4 - Не погоджуюсь
5 - Цілком не погоджуюсь


","Коли робочих місць недостатньо, чоловіки повинні мати більше прав на роботу, ніж жінки","Будь ласка, дайте відповідь щодо кожного з наступних дій, чи вважаєте ви, що вони завжди можуть бути виправдані, ніколи не можуть бути виправдані або щось середнє, використовуючи цю шкалу:
Оцінка 1 означає, що вони ніколи не можуть бути виправдані, оцінка 10 означає, що вони завжди виправдані. Оцінки від 1 до 5 означають, що ви вважаєте наступне твердження необґрунтованим. Оцінки від 6 до 10 означають, що ви вважаєте наступне твердження обґрунтованим. Ви б оцінили цю дію на 5 або 6 балів, якби не вважали її точно виправданою або невиправданою.",Гомосексуалізм,Проституція,Аборт ,Розлучення,Сексуальні відносини до шлюбу,Якщо чоловік б'є свою дружини,Випадкові статеві стосунки
GBR,826,en,"For each of the following statements, indicate how strongly you agree or disagree with each of them using this scale: 
1 - Agree strongly
2 - Agree
3 - Disagree
4 - Disagree strongly

","On the whole, men make better political leaders than women do",A university education is more important for a boy than for a girl,"On the whole, men make better business executives than women do","Indicate how you feel about the following statement, indicate how strongly you agree or disagree using this scale: 
1 - Agree strongly
2 - Agree
3 - Neither agree nor disagree 
4 - Disagree
5 - Disagree strongly


","When jobs are scarce, men should have more rights to a job than women","Please answer about each of the following actions, whether you think it can always be justified, can never be justified, or something in between using this scale:
Rating 1 means never justifiable, rating 10 means always justifiable. Ratings from 1 to 5 mean that you think the following statement is rather unjustifiable. Ratings from 6 to 10 mean that you think the following statement is rather justifiable. You would rate the action with a 5 or 6 points mark if you do not think the action is exactly justifiable or unjustifiable.
",Homosexuality,Prostitution,Abortion,Divorce,Sex before marriage,For a man to beat his wife,Having casual sex
NIR,909,en,"For each of the following statements, indicate how strongly you agree or disagree with each of them using this scale: 
1 - Agree strongly
2 - Agree
3 - Disagree
4 - Disagree strongly

","On the whole, men make better political leaders than women do",A university education is more important for a boy than for a girl,"On the whole, men make better business executives than women do","Indicate how you feel about the following statement, indicate how strongly you agree or disagree using this scale: 
1 - Agree strongly
2 - Agree
3 - Neither agree nor disagree 
4 - Disagree
5 - Disagree strongly


","When jobs are scarce, men should have more rights to a job than women","Please answer about each of the following actions, whether you think it can always be justified, can never be justified, or something in between using this scale:
Rating 1 means never justifiable, rating 10 means always justifiable. Ratings from 1 to 5 mean that you think the following statement is rather unjustifiable. Ratings from 6 to 10 mean that you think the following statement is rather justifiable. You would rate the action with a 5 or 6 points mark if you do not think the action is exactly justifiable or unjustifiable.
",Homosexuality,Prostitution,Abortion,Divorce,Sex before marriage,For a man to beat his wife,Having casual sex
URY,858,es,"Para cada una de las siguientes afirmaciones, indique qué tan de acuerdo o en desacuerdo está con cada una de ellas utilizando esta escala: 
1-Muy de acuerdo
2-De acuerdo
3-En desacuerdo
4-Muy en desacuer do

","En general, los hombres son mejores líderes políticos que las mujeres",Una educación universitaria es más importante para un hombre que para una mujer,"En general, los hombres son mejores ejecutivos de empresas que las mujeres","Indique cómo se siente acerca de la siguiente declaración, indique qué tan de acuerdo o en desacuerdo está usando esta escala: 
1-Estoy totalmente de acuerdo
2-De acuerdo
3-Ni de acuerdo ni en desacuerdo 
4-En desacuerdo
5-Fuertemente en desacuerdo

","Cuando los puestos de trabajo escasean, los hombres deberían tener más derecho que las mujeres a un puesto de trabajo","Responda sobre cada una de las siguientes acciones, ya sea que crea que siempre se puede justificar, que nunca se puede justificar o algo intermedio al usar esta escala:
Calificar 1 significa nunca justificable, calificar 10 significa siempre justificable.  Las calificaciones del 1 al 5 significan que crees que la siguiente afirmación es bastante injustificable. Las calificaciones del 6 al 10 significan que crees que la siguiente afirmación es bastante justificable. Calificaría la acción con una puntuación de 5 o 6 puntos si no cree que la acción sea exactamente justificable o injustificable.",La homosexualidad,La prostitución,El aborto,El divorcio,Relaciones sexuales antes del matrimonio,Que un hombre maltrate a su esposa,Tener una relación sexual casual
USA,840,en,"For each of the following statements, indicate how strongly you agree or disagree with each of them using this scale: 
1 - Agree strongly
2 - Agree
3 - Disagree
4 - Disagree strongly

","On the whole, men make better political leaders than women do",A university education is more important for a boy than for a girl,"On the whole, men make better business executives than women do","Indicate how you feel about the following statement, indicate how strongly you agree or disagree using this scale: 
1 - Agree strongly
2 - Agree
3 - Neither agree nor disagree 
4 - Disagree
5 - Disagree strongly


","When jobs are scarce, men should have more rights to a job than women","Please answer about each of the following actions, whether you think it can always be justified, can never be justified, or something in between using this scale:
Rating 1 means never justifiable, rating 10 means always justifiable. Ratings from 1 to 5 mean that you think the following statement is rather unjustifiable. Ratings from 6 to 10 mean that you think the following statement is rather justifiable. You would rate the action with a 5 or 6 points mark if you do not think the action is exactly justifiable or unjustifiable.
",Homosexuality,Prostitution,Abortion,Divorce,Sex before marriage,For a man to beat his wife,Having casual sex
UZB,860,ru,"Для каждого из следующих утверждений укажите, насколько сильно вы согласны или не согласны с
каждым из них, используя эту шкалу: 
1 - Полностью согласны
2 - Согласны
3 - Не согласны
4 - Полностью не согласны","В целом, мужчины становятся лучшими политическими лидерами, чем женщины","Высшее образование важнее для мальчика, чем для девочки","В целом, мужчины становятся лучшими руководителями предприятий, чем женщины","Укажите, что вы думаете по поводу следующего утверждения, укажите, насколько вы согласны или не согласны с ним, используя эту шкалу: 
1 - Полностью согласен
2 - Согласен
3 - Частично согласен, частично нет
4 - Не согласен
5 - Полностью не согласен

","Когда рабочих мест недостаточно, мужчины должны иметь больше прав на работу, чем женщины","Пожалуйста, ответьте по поводу каждого из следующих действий, считаете ли вы, что они всегда могут быть оправданы, никогда не могут быть оправданы или что-то среднее, используя эту шкалу:
Оценка 1 означает, что они никогда не могут быть оправданы, оценка 10 означает, что они всегда оправданы. Оценки от 1 до 5 означают, что вы считаете следующее утверждение необоснованным. Оценки от 6 до 10 означают, что вы считаете следующее утверждение обоснованным. Вы бы оценили это действие на 5 или 6 баллов, если бы не считали его точно оправданным или неоправдываемым.",Гомосексуализм,Проституция,Аборт,Развод,Сексуальные отношения до брака,Если муж бьет жену,Случайные сексуальные связи
