,idx,lang,0,1,2,3,4,5,6,7,8,9,10,11,-1,-5,-3,-2
49,fa,"Persian (Farsi, Dari)",شما هرگز شغلی نداشتید.,گروه شغلی شما حرفه‌ای و فنی است (برای مثال: دکتر، معلم، مهندس، هنرمند، حسابدار، پرستار).,گروه شغلی شما مدیریت عالی است (برای مثال: بانکدار، مدیر اجرایی در کسب‌وکار بزرگ، مقام عالی‌رتبه دولتی، مقام اتحادیه).,گروه شغلی شما دفتری است (برای مثال: منشی، کارمند، مدیر دفتر، کارمند دولت، حسابدار).,گروه شغلی شما فروش است (برای مثال: مدیر فروش، صاحب فروشگاه، دستیار فروشگاه، نماینده بیمه، خریدار).,گروه شغلی شما خدماتی است (برای مثال: صاحب رستوران، افسر پلیس، پیشخدمت، آرایشگر، سرایدار).,گروه شغلی شما کارگر ماهر است (برای مثال: سرکارگر، مکانیک خودرو، چاپگر، خیاط، سازنده ابزار و قالب، برق‌کار).,گروه شغلی شما کارگر نیمه‌ماهر است (برای مثال: آجرچین، راننده اتوبوس، کارگر کارخانه کنسروسازی، نجار، کارگر ورق‌کاری فلز، نانوا).,گروه شغلی شما کارگر غیرماهر است (برای مثال: کارگر، باربر، کارگر غیرماهر کارخانه، نظافتچی).,گروه شغلی شما کارگر مزرعه است (برای مثال: کارگر مزرعه، راننده تراکتور).,گروه شغلی شما مالک مزرعه یا مدیر مزرعه است.,,,,,
50,pl,Polish,Nigdy nie miałeś pracy.,"Twoja grupa zawodowa to grupa profesjonalna i techniczna (na przykład: lekarz, nauczyciel, inżynier, artysta, księgowy, pielęgniarka).","Twoja grupa zawodowa to wyższa administracja (na przykład: bankier, dyrektor w dużym przedsiębiorstwie, wysoki urzędnik państwowy, działacz związkowy).","Twoja grupa zawodowa to pracownicy biurowi (na przykład: sekretarz, urzędnik, kierownik biura, urzędnik państwowy, księgowy).","Twoja grupa zawodowa to sprzedaż (na przykład: kierownik sprzedaży, właściciel sklepu, sprzedawca, agent ubezpieczeniowy, kupiec).","Twoja grupa zawodowa to usługi (na przykład: właściciel restauracji, policjant, kelnerka, fryzjer, opiekun).","Twoja grupa zawodowa to wykwalifikowany pracownik (na przykład: brygadzista, mechanik samochodowy, drukarz, krawcowa, narzędziowiec, elektryk).","Twoja grupa zawodowa to pracownik o średnich kwalifikacjach (na przykład: murarz, kierowca autobusu, pracownik przetwórni, stolarz, blacharz, piekarz).","Twoja grupa zawodowa to pracownik niewykwalifikowany (na przykład: robotnik, tragarz, niewykwalifikowany pracownik fabryki, sprzątacz).","Twoja grupa zawodowa to pracownik rolny (na przykład: robotnik rolny, kierowca traktora).",Twoja grupa zawodowa to właściciel gospodarstwa rolnego lub kierownik gospodarstwa rolnego.,,,,,
51,pt,Portuguese,Você nunca teve um emprego.,"Seu grupo ocupacional é profissional e técnico (por exemplo: médico, professor, engenheiro, artista, contador, enfermeiro).","Seu grupo ocupacional é administrativo superior (por exemplo: banqueiro, executivo em grandes empresas, alto funcionário do governo, dirigente sindical).","Seu grupo ocupacional é administrativo (por exemplo: secretário, escriturário, gerente de escritório, funcionário público, contador).","Seu grupo ocupacional é vendas (por exemplo: gerente de vendas, proprietário de loja, assistente de loja, agente de seguros, comprador).","Seu grupo ocupacional é de serviços (por exemplo: proprietário de restaurante, policial, garçonete, barbeiro, cuidador).","Seu grupo ocupacional é trabalhador qualificado (por exemplo: encarregado, mecânico de automóveis, impressor, costureira, ferramenteiro, eletricista).","Seu grupo ocupacional é trabalhador semiqualificado (por exemplo: pedreiro, motorista de ônibus, operário de conservas, carpinteiro, trabalhador de chapas metálicas, padeiro).","Seu grupo ocupacional é trabalhador não qualificado (por exemplo: operário, carregador, trabalhador não qualificado de fábrica, faxineiro).","Seu grupo ocupacional é trabalhador agrícola (por exemplo: trabalhador rural, motorista de trator).",Seu grupo ocupacional é proprietário de fazenda ou gerente de fazenda.,,,,,
52,ro,"Romanian (Moldavian, Moldovan)",Nu ai avut niciodată un loc de muncă.,"Grupul dumneavoastră ocupațional este profesional și tehnic (de exemplu: doctor, profesor, inginer, artist, contabil, asistent medical).","Grupul dumneavoastră ocupațional este administrativ superior (de exemplu: bancher, director într-o mare afacere, înalt funcționar guvernamental, oficial sindical).","Grupul dumneavoastră ocupațional este cel administrativ (de exemplu: secretar, funcționar, manager de birou, funcționar public, contabil).","Grupul dumneavoastră ocupațional este vânzări (de exemplu: manager de vânzări, proprietar de magazin, asistent de magazin, agent de asigurări, cumpărător).","Grupul dumneavoastră ocupațional este servicii (de exemplu: proprietar de restaurant, ofițer de poliție, chelneriță, frizer, îngrijitor).","Grupul dumneavoastră ocupațional este muncitor calificat (de exemplu: maistru, mecanic auto, tipograf, croitoreasă, fabricant de scule și matrițe, electrician).","Grupul dumneavoastră ocupațional este muncitor semi-calificat (de exemplu: zidar, șofer de autobuz, muncitor la fabrică de conserve, tâmplar, lucrător în tablă, brutar).","Grupul dumneavoastră ocupațional este muncitor necalificat (de exemplu: lucrător, hamal, muncitor necalificat în fabrică, curățător).","Grupul dumneavoastră ocupațional este lucrător agricol (de exemplu: muncitor agricol, tractorist).",Grupul dumneavoastră ocupațional este proprietar de fermă sau manager de fermă.,,,,,
53,ru,Russian,Вы никогда не работали.,"Ваша профессиональная группа - профессиональная и техническая (например: врач, учитель, инженер, художник, бухгалтер, медсестра).","Ваша профессиональная группа - высшее административное звено (например: банкир, руководитель крупного бизнеса, высокопоставленный государственный чиновник, профсоюзный деятель).","Ваша профессиональная группа - административно-офисные работники (например: секретарь, клерк, офис-менеджер, государственный служащий, бухгалтер).","Ваша профессиональная группа - это продажи (например: менеджер по продажам, владелец магазина, продавец, страховой агент, закупщик).","Ваша профессиональная группа - сфера услуг (например: владелец ресторана, полицейский, официантка, парикмахер, смотритель).","Ваша профессиональная группа - квалифицированный рабочий (например: бригадир, автомеханик, печатник, швея, инструментальщик, электрик).","Ваша профессиональная группа — полуквалифицированный работник (например: каменщик, водитель автобуса, рабочий консервного завода, плотник, жестянщик, пекарь).","Ваша профессиональная группа - неквалифицированный рабочий (например: разнорабочий, грузчик, неквалифицированный рабочий на фабрике, уборщик).","Ваша профессиональная группа - сельскохозяйственный работник (например: сельскохозяйственный рабочий, тракторист).",Ваша профессиональная группа - владелец фермы или управляющий фермой.,,,,,
54,sr,Serbian,Nikada nisi imao posao.,"Vaša profesionalna grupa je profesionalna i tehnička (na primer: lekar, učitelj, inženjer, umetnik, računovođa, medicinska sestra).","Vaša profesionalna grupa je viša administracija (na primer: bankar, izvršni direktor u velikom preduzeću, visoki državni službenik, zvaničnik sindikata).","Vaša profesionalna grupa je administrativna (na primer: sekretar, činovnik, kancelarijski menadžer, državni službenik, knjigovođa).","Vaša profesionalna grupa je prodaja (na primer: menadžer prodaje, vlasnik prodavnice, prodavac, agent osiguranja, kupac).","Vaša profesionalna grupa je uslužna delatnost (na primer: vlasnik restorana, policajac, konobarica, frizer, negovatelj).","Vaša zanimanja spadaju u grupu kvalifikovanih radnika (na primer: poslovođa, automehaničar, štampar, krojačica, alatničar, električar).","Vaša zanimanja spadaju u grupu polukvalifikovanih radnika (na primer: zidar, vozač autobusa, radnik u konzervi, stolar, limar, pekar).","Vaša zanimanja spadaju u grupu nekvalifikovanih radnika (na primer: radnik, nosač, nekvalifikovani fabrički radnik, čistač).","Vaša zanimanja grupa je poljoprivredni radnik (na primer: poljoprivredni radnik, vozač traktora).",Vaša profesionalna grupa je vlasnik farme ili upravnik farme.,,,,,
55,sn,Shona,Hauna kumbobvira wawana basa.,"Boka rako rebasa ndere rehunyanzvi uye rehunyanzvi hwepamusoro (semuenzaniso: chiremba, mudzidzisi, mainjiniya, muimbi, muverengi wemabhuku, mukoti).","Boka rako rebasa riri repamusoro pakutonga (semuenzaniso: mubhengi, mukuru mubhizinesi guru, mukuru muhurumende, mukuru wesangano revashandi).","Boka rako rebasa ndere zvekushanda muhofisi (semuenzaniso: munyori, mubatsiri, maneja wehofisi, mushandi wehurumende, mubati wemabhuku).","Boka rako rebasa nderekutengesa (semuenzaniso: maneja wekutengesa, muridzi wechitoro, mubatsiri wechitoro, mumiririri weinishuwarenzi, mutengi).","Boka rako rebasa riri rebasa rekushandira (semuenzaniso: muridzi weresitorendi, mupurisa, mushandi weresitorendi, mubvutisi, muchengeti).","Boka rako rebasa rine hunyanzvi (semuenzaniso: foreman, mugadziri wemotokari, muchina wekudhinda, muvezi, mugadziri wezvishandiso uye anofa, magetsi).","Boka rako rebasa riri revashandi vane hunyanzvi hwepakati (semuenzaniso: muvezi wezvidhinha, mutyairi webhazi, mushandi wekambani yekugadzira chikafu, muvezi wemapuranga, mushandi wesimbi yakatsetseka, mucheri).","Boka rako rebasa rinosanganisira vashandi vasina hunyanzvi (semuenzaniso: mushandi, mutakuri, mushandi wefekitari asina hunyanzvi, mushambidzi).","Boka rako rebasa ibasa remumapurazi (semuenzaniso: mushandi wepapurazi, mutyairi wetarakita).",Boka rako rebasa ndivo muridzi wepurazi kana maneja wepurazi.,,,,,
56,sk,Slovak,Nikdy si nemal prácu.,"Vaša pracovná skupina je profesionálna a technická (napríklad: lekár, učiteľ, inžinier, umelec, účtovník, zdravotná sestra).","Vaša pracovná skupina je vyššia administratíva (napríklad: bankár, vedúci pracovník vo veľkom podniku, vysoký vládny úradník, odborový funkcionár).","Vaša pracovná skupina je administratívna (napríklad: sekretárka, úradník, kancelársky manažér, štátny zamestnanec, účtovník).","Vaša pracovná skupina je predaj (napríklad: obchodný manažér, majiteľ obchodu, predavač, poisťovací agent, nákupca).","Vaša pracovná skupina je služby (napríklad: majiteľ reštaurácie, policajt, čašníčka, kaderník, opatrovateľ).","Vaša pracovná skupina je kvalifikovaný pracovník (napríklad: majster, automechanik, tlačiar, krajčírka, nástrojár, elektrikár).","Vaša pracovná skupina je polokvalifikovaný pracovník (napríklad: murár, vodič autobusu, pracovník v konzervárni, tesár, pracovník s plechom, pekár).","Vaša pracovná skupina je nekvalifikovaný pracovník (napríklad: robotník, nosič, nekvalifikovaný pracovník vo fabrike, upratovač).","Vaša pracovná skupina je poľnohospodársky pracovník (napríklad: poľnohospodársky robotník, vodič traktora).",Vaša pracovná skupina je majiteľ farmy alebo manažér farmy.,,,,,
57,sl,Slovenian,Nikoli nisi imel službe.,"Vaša poklicna skupina je strokovna in tehnična (na primer: zdravnik, učitelj, inženir, umetnik, računovodja, medicinska sestra).","Vaša poklicna skupina je višja administrativna (na primer: bančnik, izvršni direktor v velikem podjetju, visoki vladni uradnik, sindikalni uradnik).","Vaša poklicna skupina je pisarniška (na primer: tajnik, uradnik, vodja pisarne, javni uslužbenec, knjigovodja).","Vaša poklicna skupina je prodaja (na primer: vodja prodaje, lastnik trgovine, prodajalec, zavarovalni agent, kupec).","Vaša poklicna skupina je storitvena (na primer: lastnik restavracije, policist, natakarica, frizer, oskrbnik).","Vaša poklicna skupina je kvalificirani delavec (na primer: prednik, avtomehanik, tiskar, šivilja, orodjar, električar).","Vaša poklicna skupina je polkvalificiran delavec (na primer: zidar, voznik avtobusa, delavec v konzervarni, tesar, klepar, pek).","Vaša poklicna skupina je nekvalificiran delavec (na primer: delavec, nosač, nekvalificiran tovarniški delavec, čistilec).","Vaša poklicna skupina je kmetijski delavec (na primer: kmetijski delavec, voznik traktorja).",Vaša poklicna skupina je lastnik kmetije ali upravitelj kmetije.,,,,,
58,sw,Swahili,Hujawahi kuwa na kazi.,"Kundi lako la kazi ni la kitaalamu na kiufundi (kwa mfano: daktari, mwalimu, mhandisi, msanii, mhasibu, muuguzi).","Kundi lako la kazi ni utawala wa juu (kwa mfano: mfanyabiashara wa benki, mtendaji katika biashara kubwa, afisa wa juu wa serikali, afisa wa chama cha wafanyakazi).","Kundi lako la kazi ni la ukarani (kwa mfano: katibu, karani, meneja wa ofisi, mtumishi wa umma, mhasibu).","Kundi lako la kazi ni mauzo (kwa mfano: meneja wa mauzo, mmiliki wa duka, msaidizi wa duka, wakala wa bima, mnunuzi).","Kundi lako la kazi ni huduma (kwa mfano: mmiliki wa mgahawa, afisa wa polisi, mhudumu wa kike, kinyozi, mlezi).","Kundi lako la kazi ni mfanyakazi mwenye ujuzi (kwa mfano: msimamizi, fundi wa magari, mchapa, mshonaji, mtengenezaji wa zana na kufa, fundi umeme).","Kundi lako la kazi ni mfanyakazi mwenye ujuzi wa kati (kwa mfano: mjenzi wa matofali, dereva wa basi, mfanyakazi wa kiwanda cha makopo, seremala, mfanyakazi wa karatasi ya chuma, mwokaji).","Kundi lako la kazi ni mfanyakazi asiye na ujuzi (kwa mfano: kibarua, mpagazi, mfanyakazi asiye na ujuzi wa kiwandani, msafishaji).","Kundi lako la kazi ni mfanyakazi wa shamba (kwa mfano: mfanyakazi wa shamba, dereva wa trekta).",Kundi lako la kazi ni mmiliki wa shamba au meneja wa shamba.,,,,,
59,sv,Swedish,Du har aldrig haft ett jobb.,"Din yrkesgrupp är professionell och teknisk (till exempel: läkare, lärare, ingenjör, konstnär, revisor, sjuksköterska).","Din yrkesgrupp är högre administrativ (till exempel: banktjänsteman, chef i stort företag, hög statstjänsteman, fackföreningstjänsteman).","Din yrkesgrupp är kontorsarbete (till exempel: sekreterare, kontorist, kontorschef, tjänsteman, bokhållare).","Din yrkesgrupp är försäljning (till exempel: försäljningschef, butiksägare, butiksbiträde, försäkringsagent, inköpare).","Din yrkesgrupp är service (till exempel: restaurangägare, polis, servitris, frisör, vaktmästare).","Din yrkesgrupp är kvalificerad arbetare (till exempel: förman, bilmekaniker, tryckare, sömmerska, verktygsmakare, elektriker).","Din yrkesgrupp är halvskicklig arbetare (till exempel: murare, busschaufför, konservarbetare, snickare, plåtslagare, bagare).","Din yrkesgrupp är okvalificerad arbetare (till exempel: arbetare, bärare, okvalificerad fabriksarbetare, städare).","Din yrkesgrupp är lantbruksarbetare (till exempel: gårdsarbetare, traktorförare).",Din yrkesgrupp är gårdsägare eller gårdsförvaltare.,,,,,
60,tg,Tajik,Шумо ҳеҷ гоҳ кор надоштед.,"Гурӯҳи касбии шумо касбӣ ва техникӣ мебошад (масалан: духтур, омӯзгор, муҳандис, рассом, муҳосиб, ҳамшира).","Гурӯҳи касбии шумо маъмурияти олӣ мебошад (масалан: бонкир, роҳбари тиҷорати калон, мансабдори баландпояи ҳукуматӣ, мансабдори иттифоқ).","Гурӯҳи касбии шумо маъмурӣ мебошад (масалан: котиб, котиб, мудири идора, хизматчии давлатӣ, муҳосиб).","Гурӯҳи касбии шумо фурӯш мебошад (масалан: менеҷери фурӯш, соҳиби мағоза, ёрдамчии мағоза, агенти суғурта, харидор).","Гурӯҳи касбии шумо хизматрасонӣ аст (масалан: соҳиби ресторан, корманди полис, пешхизмат, сартарош, нигоҳубинкунанда).","Гурӯҳи касбии шумо коргари соҳибихтисос аст (масалан: усто, механики мошин, чопгар, дӯзанда, созанда ва қолабсоз, электрик).","Гурӯҳи касбии шумо коргари нимҳунарманд аст (масалан: хиштчин, ронандаи автобус, коргари консервхона, дуредгар, коргари металлҳои варақӣ, нонпаз).","Гурӯҳи касбии шумо коргари бетаҷриба аст (масалан: коргар, боркаш, коргари бетаҷрибаи завод, тозакор).","Гурӯҳи касбии шумо коргари хоҷагӣ мебошад (масалан: коргари хоҷагӣ, ронандаи трактор).",Гурӯҳи касбии шумо соҳиби хоҷагӣ ё мудири хоҷагӣ мебошад.,,,,,
61,tsg,Tausug,Wara kaw nagka trabaho.,"In Tausug, the translation would be: ""In iyo pagtrabahuan nga grupo amo in propesyonal iban teknikal (pananglitan: doktor, maestra, inhenyero, artist, accountant, nars).""","In Tausug, the translation would be: ""In iyo pagtrabahuan nga grupo amo in hataas nga administratibo (umpama: banker, executive ha dagkun nga negosyo, hataas nga opisyal ha gobyerno, opisyal ha union).""","In Tausug, the translation would be: ""In iyo trabaho grupo kay pang-opisina (halimbawa: sekretarya, klerk, manager ha opisina, kawani ha gobyerno, tagatala han kwarta).""","In Tausug, the translation would be: ""In iyo pagtrabahuan nga grupo amo an pagbaligya (pananglitan: manager ha pagbaligya, tag-iya ha tindahan, asistente ha tindahan, ahente ha insurance, parapalit).""","In Tausug, the translation would be: ""In iyo pagtrabahuan nga grupo amo in serbisyo (paghambug: tag-iya sin restaurant, pulis, waitress, barbero, tag-atiman).""","In Tausug, the translation would be: ""In iyo grupo ha pagtrabaho amo in mga ma-isug ha pagtrabaho (pananglitan: foreman, mekaniko hin motor, printer, mananahi, magbubuhat hin gamit ngan die, elektrisyan).""","In Tausug, the translation would be: ""In kawman mu kay mga trabahador nga may halaw-halaw nga abilidad (pananglitan: panday hinang, driver hin bus, trabahador ha pabrika hin lata, panday kahoy, trabahador ha yero, magtitinapay).""","In Tausug, the text can be translated as: ""In kawman mu ha pagtrabahu kay waray kahanas (pananglitan: trabahador, kargador, waray kahanas ha pagtrabahu ha pabrika, maglimpyo).""","In Tausug, the translation would be: ""In iyo pagtrabahuan grupo amo in parayan magtatrabaho (halimbawa: parayan magtatrabaho, drayber hin traktura).""","In Tausug, the translation is: ""In iyo pagtrabahuan amo in tag-iya sin umah o manager sin umah.""",,,,,
62,th,Thai (Central Thai),คุณไม่เคยมีงานทำ,กลุ่มอาชีพของคุณคือกลุ่มวิชาชีพและเทคนิค (เช่น แพทย์ ครู วิศวกร ศิลปิน นักบัญชี พยาบาล),กลุ่มอาชีพของคุณคือการบริหารระดับสูง (เช่น นายธนาคาร ผู้บริหารในธุรกิจขนาดใหญ่ ข้าราชการระดับสูง เจ้าหน้าที่สหภาพแรงงาน),กลุ่มอาชีพของคุณคือกลุ่มงานธุรการ (เช่น เลขานุการ เสมียน ผู้จัดการสำนักงาน ข้าราชการ พนักงานบัญชี),กลุ่มอาชีพของคุณคือการขาย (เช่น ผู้จัดการฝ่ายขาย เจ้าของร้าน พนักงานขาย ตัวแทนประกันภัย ผู้ซื้อ),กลุ่มอาชีพของคุณคือบริการ (เช่น เจ้าของร้านอาหาร เจ้าหน้าที่ตำรวจ พนักงานเสิร์ฟ ช่างตัดผม ผู้ดูแล),กลุ่มอาชีพของคุณคือแรงงานฝีมือ (เช่น หัวหน้างาน ช่างยนต์ ช่างพิมพ์ ช่างเย็บผ้า ช่างทำแม่พิมพ์ ช่างไฟฟ้า),กลุ่มอาชีพของคุณคือแรงงานกึ่งฝีมือ (เช่น ช่างก่ออิฐ คนขับรถบัส คนงานในโรงงานกระป๋อง ช่างไม้ ช่างโลหะแผ่น คนทำขนมปัง),กลุ่มอาชีพของคุณคือแรงงานไร้ฝีมือ (เช่น คนงาน แบกหาม คนงานโรงงานไร้ฝีมือ พนักงานทำความสะอาด),กลุ่มอาชีพของคุณคือคนงานในฟาร์ม (เช่น คนงานในฟาร์ม คนขับรถแทรกเตอร์),กลุ่มอาชีพของคุณคือเจ้าของฟาร์มหรือผู้จัดการฟาร์ม,,,,,
